date,evt_energy
2012-05-07 02:01:45,9873637961.804667
2012-05-07 12:00:00,11763720776.158735
2012-05-08 04:45:15,12180584833.141443
2012-05-09 03:50:00,24632243696.590115
2012-05-09 12:05:00,10046644497.914814
2012-05-10 04:15:00,1026313093.7297299
2012-05-10 13:25:00,9392389757.522846
2012-05-11 04:45:00,9070724207.253378
2012-05-11 14:15:00,6418054591.888293
2012-05-12 05:15:00,9336111234.924488
2012-05-12 18:45:00,13352433426.623423
2012-05-13 06:20:00,6659122259.090185
2012-05-14 04:50:00,21341499156.298767
2012-05-14 18:30:00,10727881348.238604
2012-05-15 05:50:30,5849113252.365839
2012-05-15 20:00:00,8515974089.784027
2012-05-16 07:11:45,8081833926.199902
2012-05-16 21:40:00,8520181448.159596
2012-05-18 04:20:15,35734477009.101074
2012-05-18 23:55:00,25621895120.405254
2012-05-19 11:00:15,15075315752.072868
2012-05-20 01:37:30,10223247526.070822
2012-05-21 02:00:15,24912831210.485653
2012-05-21 12:05:00,14589633446.103617
2012-05-23 04:26:45,24166743670.184975
2012-05-24 03:30:15,27746642373.213837
2012-05-24 13:15:00,12182916040.519165
2012-05-25 04:00:00,10853827970.368898
2012-05-26 05:10:00,25441441273.30639
2012-05-27 04:30:00,30152956282.67453
2012-05-28 04:55:00,27344856718.06415
2012-05-29 01:20:00,24499598530.037132
2012-05-30 02:15:00,33935189089.895927
2012-05-30 23:45:00,32182387421.30442
2012-06-01 02:00:00,30756843227.958324
2012-06-01 22:00:00,31579135329.29219
2012-06-02 06:06:45,8165949491.879448
2012-06-02 23:45:00,16546223160.22175
2012-06-03 09:10:00,13327923254.33036
2012-06-04 01:25:00,11425264133.769697
2012-06-04 11:07:30,14845220718.703896
2012-06-05 04:15:00,13948204882.21906
2012-06-06 02:45:00,25994749609.679676
2012-06-06 11:12:30,13196247497.266588
2012-06-07 03:50:00,11906957254.773544
2012-06-07 12:01:15,8401807900.31557
2012-06-08 03:40:00,10647607777.932903
2012-06-08 12:52:30,7902573096.001696
2012-06-09 04:10:00,10109279153.131596
2012-06-09 14:27:30,9190455962.827963
2012-06-10 04:30:00,7747358319.687391
2012-06-11 03:55:00,22318121807.266815
2012-06-11 18:45:00,13641708089.165112
2012-06-12 05:25:00,5744637442.731833
2012-06-12 20:15:00,10252301311.405441
2012-06-13 06:43:00,7302171651.339516
2012-06-13 22:50:00,11587219066.511387
2012-06-14 23:40:00,29846391196.24204
2012-06-15 23:35:00,27623111303.178375
2012-06-16 08:45:00,11556156386.686075
2012-06-16 23:28:00,9969224344.208843
2012-06-17 09:50:00,11818378729.287958
2012-06-18 01:40:00,9924033831.173506
2012-06-19 02:30:00,26794090768.09486
2012-06-20 03:17:30,26422336398.96833
2012-06-20 12:45:00,13425645049.559458
2012-06-21 03:05:00,8240625803.294592
2012-06-21 14:05:00,11908287048.726336
2012-06-22 04:10:00,8370376044.762679
2012-06-23 03:45:00,24657740418.260918
2012-06-23 14:58:15,11746538734.459435
2012-06-24 04:55:00,8483950057.990778
2012-06-25 04:15:00,26681337917.351074
2012-06-26 03:45:00,28647583616.705666
2012-06-27 00:00:00,23457314305.45396
2012-06-27 22:15:00,25328050835.366734
2012-06-28 09:35:45,13425103354.333406
2012-06-28 23:30:00,9599859700.15756
2012-06-29 23:15:00,29249140879.00013
2012-06-30 23:30:00,27344283319.727554
2012-07-01 08:12:30,11938183358.736944
2012-07-02 00:25:00,10603690285.896929
2012-07-02 11:45:00,6341803794.582084
2012-07-03 03:20:00,10631462859.28205
2012-07-04 02:15:00,25342434528.15996
2012-07-04 11:10:00,14337888232.068226
2012-07-05 03:30:00,11312688427.837347
2012-07-05 11:50:00,8366018904.233807
2012-07-06 05:15:00,11770499395.661732
2012-07-07 03:25:00,28335985760.27516
2012-07-07 12:15:00,5243283095.7474985
2012-07-08 03:05:00,10415643063.8648
2012-07-08 14:35:00,8138226421.398527
2012-07-09 04:44:15,7887939327.362806
2012-07-10 02:48:00,24346634523.9387
2012-07-10 20:07:30,16380699352.773134
2012-07-11 06:19:15,8124923680.251374
2012-07-11 21:38:00,9085962806.510105
2012-07-12 08:02:30,8404807365.584294
2012-07-12 22:30:45,8669414464.684141
2012-07-13 22:52:30,23620914518.457554
2012-07-14 08:12:30,10831531135.830563
2012-07-14 22:47:30,307981209.164059
2012-07-15 11:00:00,1574407122.5028734
2012-07-16 05:28:45,17132301355.350079
2012-07-17 01:05:00,18595997134.236225
2012-07-18 03:48:00,27294159120.90378
2012-07-19 03:15:00,27167223401.59444
2012-07-19 13:00:30,13739017753.515316
2012-07-20 14:25:00,9854226773.589682
2012-07-21 05:30:45,9295609971.193382
2012-07-22 03:07:00,26120694078.161133
2012-07-22 13:03:45,8584707721.262905
2012-07-23 03:52:00,9221951745.505333
2012-07-24 02:22:15,26501265736.928097
2012-07-25 00:07:15,26500202032.355476
2012-07-25 21:17:15,23012014733.812916
2012-07-26 22:23:15,27990275487.447876
2012-07-27 22:02:00,26421380034.52067
2012-07-28 23:14:15,28518599376.29805
2012-07-29 08:11:15,11756644335.684542
2012-07-30 00:10:45,1108506664.300375
2012-07-31 01:38:15,27771309571.44574
2012-07-31 10:08:15,12662117322.744019
2012-08-01 01:44:15,11920888019.641117
2012-08-02 00:54:15,29061601826.621235
2012-08-02 09:34:15,11869814231.065351
2012-08-03 05:09:15,16275355990.043041
2012-08-03 23:42:00,17534412613.36965
2012-08-04 09:55:45,7011178513.159335
2012-08-04 23:25:45,8428347709.847419
2012-08-05 11:42:30,6978557222.963801
2012-08-06 01:42:00,9420499362.177979
2012-08-06 15:49:30,11528985757.537107
2012-08-07 05:24:30,9027608530.231277
2012-08-08 01:40:00,22065185453.8457
2012-08-08 19:01:15,14692547949.097538
2012-08-09 05:41:15,7121377302.738349
2012-08-09 20:19:15,9481792988.912193
2012-08-10 07:00:30,7536156533.573411
2012-08-10 21:08:15,7774741186.172227
2012-08-11 07:48:15,8666530947.56718
2012-08-11 22:01:45,8189338928.557509
2012-08-12 22:28:15,25239954139.80165
2012-08-13 07:50:45,10087665476.170502
2012-08-13 22:46:15,8815150409.132185
2012-08-14 09:21:45,11500299184.22044
2012-08-15 03:08:45,17818467848.86891
2012-08-16 01:26:15,22624292849.097015
2012-08-16 11:37:15,12422792715.731436
2012-08-17 03:48:45,11099430058.400772
2012-08-18 03:01:15,29507296090.584312
2012-08-19 02:30:00,33269968597.317238
2012-08-19 15:53:45,3692444970.8644304
2012-08-20 08:05:45,12633746942.746464
2012-08-20 21:14:45,10022915244.58024
2012-08-21 11:50:00,10405525884.007814
2012-08-21 23:35:00,7035825556.589361
2012-08-22 20:44:45,19746729837.448936
2012-08-23 20:13:15,27367623551.526306
2012-08-24 08:28:45,13299275962.378426
2012-08-24 21:37:30,8105364946.223377
2012-08-25 22:02:30,25296446925.68492
2012-08-26 07:12:30,11263232528.332825
2012-08-26 22:05:45,8962711458.825285
2012-08-27 06:58:15,7540162275.385127
2012-08-27 23:38:15,3473583688.671107
2012-08-28 23:53:15,28429994513.55047
2012-08-29 08:32:30,10636763026.371136
2012-08-29 23:28:15,9838607612.013933
2012-08-30 09:53:15,12840506799.564783
2012-08-31 06:55:00,16841341652.572048
2012-08-31 21:15:45,11505564487.368969
2012-09-01 08:50:45,6413314762.037332
2012-09-01 21:42:30,6925839513.371994
2012-09-02 11:00:00,7766567703.880996
2012-09-02 23:59:15,8347790350.406921
2012-09-03 21:32:30,20366682791.323963
2012-09-04 19:10:00,19443358671.69087
2012-09-05 18:58:30,26273716026.52669
2012-09-06 19:52:30,25452391187.303318
2012-09-07 06:55:45,12939161433.276905
2012-09-07 19:32:30,7461031051.340665
2012-09-08 07:04:45,7953285496.344057
2012-09-08 20:28:15,8282397710.917686
2012-09-09 07:22:30,6376329875.889011
2012-09-09 20:42:30,7366338664.618466
2012-09-10 07:57:30,9879290449.170034
2012-09-10 21:51:15,7420400913.581931
2012-09-11 22:30:00,24406931097.13164
2012-09-12 11:08:15,9473880907.910955
2012-09-13 05:40:00,15653041398.881594
2012-09-13 21:12:15,13436190232.085958
2012-09-14 07:36:15,6158316398.025
2012-09-14 21:37:30,9289019809.320398
2012-09-15 11:28:15,12454525958.579096
2012-09-16 07:00:30,18348500134.82694
2012-09-16 19:31:45,8730149247.887825
2012-09-17 09:30:00,8557269773.249733
2012-09-17 20:33:15,6818774247.802197
2012-09-18 19:02:45,22504531037.65441
2012-09-19 17:08:15,24554939177.05368
2012-09-20 17:22:45,29845295076.344563
2012-09-21 18:38:15,31564039956.735847
2012-09-22 04:37:45,16527775387.625134
2012-09-22 18:47:45,9844985941.381115
2012-09-23 03:59:30,6114514176.7273035
2012-09-23 19:18:15,9965297070.257685
2012-09-24 04:48:15,6199267805.027629
2012-09-24 19:48:00,9024176703.497839
2012-09-25 06:03:15,9251030435.882591
2012-09-25 20:33:15,9209004612.232925
2012-09-26 07:23:15,8801757570.694426
2012-09-26 21:13:15,9982980926.682962
